robot1
td(ms),wD,wI,id,x,y,z,id,x,y,z
14800,-0.000000,-0.000000,2,-0.078072,0.184605,0.674322,3,0.531642,0.134776,0.508435
14900,-0.000000,-0.000000,2,-0.052411,0.187017,0.661260,3,0.531642,0.134776,0.508435
15000,0.000000,0.000000,2,-0.048464,0.183824,0.652017,3,0.539991,0.136934,0.514613
15100,0.000000,0.000000,2,-0.061709,0.184639,0.671933,3,0.540509,0.137703,0.518561
15200,-0.000000,-0.000000,2,-0.070505,0.182386,0.670404,3,0.531642,0.134776,0.508435
15300,-0.000000,-0.000000,2,-0.092649,0.188764,0.705740,3,0.539991,0.136934,0.514613
15400,-0.000000,-0.000000,2,-9999.000000,-9999.000000,-9999.000000,3,-9999.000000,-9999.000000,-9999.000000
15500,0.000000,0.000000,2,-0.141085,0.194468,0.740705,3,0.539991,0.136934,0.514613
15600,-0.000000,-0.000000,2,-0.162699,0.192877,0.746694,3,0.539991,0.136934,0.514613
15700,0.000000,0.000000,2,-0.163557,0.191421,0.737846,3,0.539991,0.136934,0.514613
15800,-0.000000,-0.000000,2,-0.162092,0.191879,0.736234,3,0.531642,0.134776,0.508435
15900,0.000000,0.000000,2,-0.166624,0.194016,0.739549,3,0.531642,0.134776,0.508435
16000,-0.000000,-0.000000,2,-0.184696,0.195166,0.725740,3,0.531642,0.134776,0.508435
16100,-0.000000,-0.000000,2,-0.186762,0.195167,0.725373,3,0.539991,0.136934,0.514613
16200,0.000000,0.000000,2,-0.186762,0.195167,0.725373,3,0.539991,0.136934,0.514613
16300,-0.000000,-0.000000,2,-0.189883,0.193157,0.725515,3,0.528913,0.135139,0.506530
16400,-0.000000,-0.000000,2,-0.208698,0.196996,0.754955,3,0.539991,0.136934,0.514613
16500,-0.000000,-0.000000,2,-0.219564,0.196785,0.763552,3,0.531642,0.134776,0.508435
16600,-0.000000,-0.000000,2,-0.240061,0.196111,0.778333,3,0.539991,0.136934,0.514613
16700,-0.000000,-0.000000,2,-0.261378,0.202109,0.809488,3,0.531642,0.134776,0.508435
16800,-0.000000,-0.000000,2,-0.287104,0.204550,0.835607,3,0.539991,0.136934,0.514613
16900,-0.000000,-0.000000,3,0.539991,0.136934,0.514613,2,-9999.000000,-9999.000000,-9999.000000
17000,0.000000,0.000000,2,-0.341207,0.206330,0.864834,3,0.539991,0.136934,0.514613
17100,0.000000,0.000000,2,-0.366216,0.213741,0.898742,3,0.539991,0.136934,0.514613
17200,-7.970779,-7.829221,2,-0.405970,0.219175,0.932882,3,0.531642,0.134776,0.508435
17300,0.000000,0.000000,2,-0.417038,0.216462,0.930168,3,0.539991,0.136934,0.514613
17400,0.000000,0.000000,2,-0.433207,0.214615,0.929874,3,0.539991,0.136934,0.514613
17500,0.000000,0.000000,2,-0.467084,0.213828,0.959633,3,0.539991,0.136934,0.514613
17600,0.000000,0.000000,2,-0.475999,0.222422,0.969997,3,0.531642,0.134776,0.508435
17700,-0.000000,-0.000000,2,-0.462630,0.220117,0.950931,3,0.531642,0.134776,0.508435
17800,0.000000,0.000000,2,-0.443957,0.216835,0.930440,3,0.531642,0.134776,0.508435
17900,-0.000000,-0.000000,2,-0.424785,0.213592,0.909402,3,0.539991,0.136934,0.514613
18000,-0.000000,-0.000000,2,-0.405177,0.211936,0.891425,3,0.539991,0.136934,0.514613
18100,0.000000,0.000000,2,-0.396143,0.214626,0.893986,3,0.531642,0.134776,0.508435
18200,-0.000000,-0.000000,2,-0.378566,0.212587,0.873674,3,0.539991,0.136934,0.514613
18300,0.000000,0.000000,2,-0.378231,0.211842,0.876457,3,-9999.000000,-9999.000000,-9999.000000
18400,-0.000000,-0.000000,2,-0.378231,0.211842,0.876457,3,0.531642,0.134776,0.508435
18500,0.000000,0.000000,2,-0.378872,0.211501,0.874453,3,0.539991,0.136934,0.514613
18600,0.000000,0.000000,2,-0.379435,0.213533,0.877300,3,0.521342,0.132640,0.498481
18700,0.000000,0.000000,2,-0.379435,0.213533,0.877300,3,0.531642,0.134776,0.508435
18800,0.000000,0.000000,2,-0.377512,0.211503,0.874847,3,0.539991,0.136934,0.514613
18900,-0.000000,-0.000000,2,-9999.000000,-9999.000000,-9999.000000,3,-9999.000000,-9999.000000,-9999.000000
19000,-0.000000,-0.000000,2,-0.348676,0.206663,0.842740,3,0.539991,0.136934,0.514613
19100,-0.000000,-0.000000,2,-0.331470,0.204428,0.823580,3,0.539991,0.136934,0.514613
19200,0.000000,0.000000,2,-0.315652,0.203901,0.811067,3,0.531642,0.134776,0.508435
19300,0.000000,0.000000,2,-0.289591,0.199963,0.780658,3,0.540509,0.137703,0.518561
19400,-0.000000,-0.000000,2,-9999.000000,-9999.000000,-9999.000000,3,-9999.000000,-9999.000000,-9999.000000
19500,0.000000,0.000000,2,-0.239559,0.194972,0.729210,3,0.539991,0.136934,0.514613
19600,-0.000000,-0.000000,2,-0.228049,0.195153,0.717039,3,0.539991,0.136934,0.514613
19700,-0.000000,-0.000000,2,-0.207444,0.193660,0.694929,3,0.539991,0.136934,0.514613
19800,0.000000,0.000000,2,-0.182077,0.188451,0.659449,3,0.531642,0.134776,0.508435
19900,0.000000,0.000000,2,-0.162619,0.189504,0.641742,3,0.539991,0.136934,0.514613
20000,0.000000,0.000000,2,-0.140712,0.186572,0.613618,3,0.531642,0.134776,0.508435
20100,-0.000000,-0.000000,2,-9999.000000,-9999.000000,-9999.000000,3,-9999.000000,-9999.000000,-9999.000000
20200,-0.000000,-0.000000,2,-0.114914,0.182382,0.576067,3,0.539991,0.136934,0.514613
20300,-0.000000,-0.000000,2,-0.120110,0.185252,0.593764,3,0.539991,0.136934,0.514613
20400,0.000000,0.000000,2,-0.129437,0.185358,0.603478,3,0.539991,0.136934,0.514613
20500,0.000000,0.000000,2,-0.148421,0.184713,0.620600,3,0.531642,0.134776,0.508435
20600,-0.000000,-0.000000,2,-0.165294,0.190715,0.650863,3,0.539991,0.136934,0.514613
20700,-0.000000,-0.000000,2,-0.193007,0.193630,0.680267,3,0.531642,0.134776,0.508435
20800,-0.000000,-0.000000,2,-0.212437,0.193697,0.694099,3,0.539991,0.136934,0.514613
20900,-0.000000,-0.000000,2,-0.229014,0.197200,0.716411,3,0.531642,0.134776,0.508435
21000,-0.000000,-0.000000,2,-9999.000000,-9999.000000,-9999.000000,3,-9999.000000,-9999.000000,-9999.000000
21100,-0.000000,-0.000000,2,-0.270004,0.198737,0.751052,3,0.531642,0.134776,0.508435
21200,0.000000,0.000000,2,-0.302722,0.207174,0.795041,3,0.531642,0.134776,0.508435
21300,-0.000000,-0.000000,2,-0.321093,0.202448,0.790551,3,0.539991,0.136934,0.514613
21400,-0.000000,-0.000000,2,-0.329082,0.199684,0.786935,3,0.531642,0.134776,0.508435
21500,0.000000,0.000000,2,-0.370932,0.209077,0.835526,3,0.539991,0.136934,0.514613
21600,0.000000,0.000000,2,-0.387714,0.209043,0.845471,3,0.531642,0.134776,0.508435
21700,-0.000000,-0.000000,2,-0.398068,0.208932,0.847873,3,0.531642,0.134776,0.508435
21800,0.000000,0.000000,2,-0.430950,0.213917,0.879643,3,0.539991,0.136934,0.514613
21900,-0.000000,-0.000000,2,-0.438086,0.214546,0.880115,3,0.539532,0.137361,0.516809
22000,0.000000,0.000000,2,-0.447356,0.211916,0.877475,3,0.531642,0.134776,0.508435
22100,-0.000000,-0.000000,2,-0.470486,0.215447,0.907610,3,0.531642,0.134776,0.508435
22200,-0.000000,-0.000000,2,-0.473042,0.220067,0.915243,3,0.539991,0.136934,0.514613
22300,-0.000000,-0.000000,2,-0.478939,0.224121,0.929689,3,0.539991,0.136934,0.514613
22400,-0.000000,-0.000000,2,-0.467699,0.218167,0.908031,3,0.539991,0.136934,0.514613
22500,-0.000000,-0.000000,2,-0.467699,0.218167,0.908031,3,0.539991,0.136934,0.514613
22600,-0.000000,-0.000000,2,-0.467699,0.218167,0.908031,3,0.539991,0.136934,0.514613
22700,-0.000000,-0.000000,2,-0.478939,0.224121,0.929689,3,0.539991,0.136934,0.514613
22800,-0.000000,-0.000000,2,-0.467798,0.219206,0.912974,3,0.539991,0.136934,0.514613
22900,0.000000,0.000000,2,-0.450235,0.215819,0.892250,3,0.539991,0.136934,0.514613
23000,-0.000000,-0.000000,2,-0.445394,0.218182,0.897712,3,0.539991,0.136934,0.514613
23100,-0.000000,-0.000000,2,-0.407095,0.210717,0.862677,3,0.531642,0.134776,0.508435
23200,-0.000000,-0.000000,2,-0.393300,0.210431,0.859627,3,0.539991,0.136934,0.514613
23300,-0.000000,-0.000000,2,-0.368678,0.207459,0.844317,3,0.519717,0.132133,0.496118
23400,0.000000,0.000000,2,-0.331091,0.203830,0.821227,3,0.539991,0.136934,0.514613
23500,-0.000000,-0.000000,2,-0.291395,0.198808,0.793415,3,0.539991,0.136934,0.514613
23600,-0.000000,-0.000000,2,-0.279142,0.201845,0.799086,3,0.531642,0.134776,0.508435
23700,0.000000,0.000000,2,-0.252563,0.199712,0.783558,3,0.531642,0.134776,0.508435
23800,-0.000000,-0.000000,2,-0.235785,0.197271,0.769707,3,0.539991,0.136934,0.514613
23900,-0.000000,-0.000000,2,-0.205372,0.197355,0.759783,3,0.539991,0.136934,0.514613
