robot1
td(ms),wD,wI,id,x,y,z,id,x,y,z
4260,0.000000,0.000000,2,0.495161,-0.229046,0.841757,3,-0.420504,-0.168866,0.626214
4280,0.000000,0.000000,2,0.495161,-0.229046,0.841757,3,-0.420504,-0.168866,0.626214
4300,0.000000,0.000000,2,0.487912,-0.229649,0.841776,3,-0.420504,-0.168866,0.626214
4320,0.000000,0.000000,900,-9999.000000,-9999.000000,-9999.000000,900,-9999.000000,-9999.000000,-9999.000000
4340,0.000000,0.000000,3,-0.420504,-0.168866,0.626214,2,0.472732,-0.226533,0.824680
4360,0.000000,0.000000,3,-0.420504,-0.168866,0.626214,2,0.463475,-0.223489,0.812060
4380,0.000000,0.000000,3,-0.420504,-0.168866,0.626214,2,0.463475,-0.223489,0.812060
4400,0.000000,0.000000,3,-0.420504,-0.168866,0.626214,2,0.457631,-0.224082,0.811272
4420,0.000000,0.000000,3,-0.420504,-0.168866,0.626214,2,0.457631,-0.224082,0.811272
4440,0.000000,0.000000,3,-0.415213,-0.166868,0.616304,2,0.445012,-0.220942,0.793866
4460,0.000000,0.000000,3,-0.420504,-0.168866,0.626214,2,0.446266,-0.223307,0.798389
4480,0.000000,0.000000,3,-0.420504,-0.168866,0.626214,2,0.446266,-0.223307,0.798389
4500,0.000000,0.000000,3,-0.420504,-0.168866,0.626214,2,0.435793,-0.220094,0.780429
4520,0.000000,0.000000,900,-9999.000000,-9999.000000,-9999.000000,900,-9999.000000,-9999.000000,-9999.000000
4540,0.000000,0.000000,3,-0.420504,-0.168866,0.626214,2,0.422129,-0.215387,0.762378
4560,0.000000,0.000000,3,-0.420291,-0.168608,0.624907,2,0.430696,-0.221692,0.778807
4580,0.000000,0.000000,3,-0.420291,-0.168608,0.624907,2,0.430696,-0.221692,0.778807
4600,0.000000,0.000000,3,-0.420504,-0.168866,0.626214,2,0.416903,-0.216805,0.759950
4620,0.000000,0.000000,3,-0.420504,-0.168866,0.626214,2,0.416903,-0.216805,0.759950
4640,0.000000,0.000000,3,-0.420504,-0.168866,0.626214,2,0.414238,-0.218246,0.762556
4660,0.000000,0.000000,2,0.406879,-0.216877,0.753695,3,-0.420504,-0.168866,0.626214
4680,0.000000,0.000000,2,0.406879,-0.216877,0.753695,3,-0.420504,-0.168866,0.626214
4700,0.000000,0.000000,3,-0.415213,-0.166868,0.616304,2,0.394756,-0.212958,0.737529
4720,0.000000,0.000000,3,-0.420504,-0.168866,0.626214,2,0.393100,-0.215234,0.742966
4740,0.000000,0.000000,3,-0.420504,-0.168866,0.626214,2,0.393100,-0.215234,0.742966
4760,0.000000,0.000000,3,-0.420976,-0.168492,0.623959,2,0.386711,-0.214181,0.735763
4780,0.000000,0.000000,3,-0.420976,-0.168492,0.623959,2,0.386711,-0.214181,0.735763
4800,0.000000,0.000000,3,-0.420504,-0.168866,0.626214,2,0.375040,-0.211477,0.721892
4820,0.000000,0.000000,2,0.366278,-0.210532,0.714687,3,-0.420504,-0.168866,0.626214
4840,0.000000,0.000000,2,0.366278,-0.210532,0.714687,3,-0.420504,-0.168866,0.626214
4860,0.000000,0.000000,3,-0.420504,-0.168866,0.626214,2,0.367618,-0.214185,0.727201
4880,0.000000,0.000000,3,-0.420504,-0.168866,0.626214,2,0.367618,-0.214185,0.727201
4900,0.000000,0.000000,3,-0.420504,-0.168866,0.626214,2,0.357669,-0.212914,0.718576
4920,0.000000,0.000000,3,-0.420504,-0.168866,0.626214,2,0.357669,-0.212914,0.718576
4940,0.000000,0.000000,3,-0.419950,-0.168286,0.623424,2,0.347014,-0.210228,0.705249
4960,0.000000,0.000000,3,-0.420976,-0.168492,0.623959,2,0.339391,-0.210637,0.705014
4980,0.000000,0.000000,3,-0.420976,-0.168492,0.623959,2,0.339391,-0.210637,0.705014
5000,0.000000,0.000000,3,-0.420504,-0.168866,0.626214,2,0.334496,-0.212951,0.707175
5020,0.000000,0.000000,900,-9999.000000,-9999.000000,-9999.000000,900,-9999.000000,-9999.000000,-9999.000000
5040,0.000000,0.000000,3,-0.415213,-0.166868,0.616304,2,0.316031,-0.206259,0.683134
5060,0.000000,0.000000,3,-0.420504,-0.168866,0.626214,900,-9999.000000,-9999.000000,-9999.000000
5080,0.000000,0.000000,3,-0.420504,-0.168866,0.626214,900,-9999.000000,-9999.000000,-9999.000000
5100,0.000000,0.000000,3,-0.420504,-0.168866,0.626214,2,0.299754,-0.206555,0.675848
5120,0.000000,0.000000,3,-0.420504,-0.168866,0.626214,2,0.299754,-0.206555,0.675848
5140,0.000000,0.000000,3,-0.420504,-0.168866,0.626214,2,0.288097,-0.204827,0.667128
5160,0.000000,0.000000,3,-0.420504,-0.168866,0.626214,900,-9999.000000,-9999.000000,-9999.000000
5180,0.000000,0.000000,3,-0.420504,-0.168866,0.626214,900,-9999.000000,-9999.000000,-9999.000000
5200,0.000000,0.000000,3,-0.420291,-0.168608,0.624907,2,0.273842,-0.206691,0.666930
5220,0.000000,0.000000,900,-9999.000000,-9999.000000,-9999.000000,900,-9999.000000,-9999.000000,-9999.000000
5240,0.000000,0.000000,3,-0.420504,-0.168866,0.626214,2,0.263218,-0.204539,0.656619
5260,0.000000,0.000000,3,-0.420504,-0.168866,0.626214,2,0.254205,-0.203037,0.648400
5280,0.000000,0.000000,3,-0.420504,-0.168866,0.626214,2,0.254205,-0.203037,0.648400
5300,0.000000,0.000000,2,0.243543,-0.200441,0.636692,3,-0.420504,-0.168866,0.626214
5320,0.000000,0.000000,3,-0.420504,-0.168866,0.626214,2,0.238998,-0.202757,0.639291
5340,0.000000,0.000000,3,-0.420504,-0.168866,0.626214,2,0.238998,-0.202757,0.639291
5360,0.000000,0.000000,3,-0.420291,-0.168608,0.624907,2,0.227443,-0.200736,0.626819
5380,0.000000,0.000000,3,-0.420291,-0.168608,0.624907,2,0.227443,-0.200736,0.626819
5400,0.000000,0.000000,3,-0.420504,-0.168866,0.626214,2,0.218777,-0.199188,0.619001
5420,0.000000,0.000000,3,-0.420504,-0.168866,0.626214,2,0.208931,-0.197640,0.611309
5440,0.000000,0.000000,3,-0.420504,-0.168866,0.626214,2,0.208931,-0.197640,0.611309
5460,0.000000,0.000000,3,-0.420504,-0.168866,0.626214,2,0.203079,-0.199386,0.612175
5480,0.000000,0.000000,3,-0.420504,-0.168866,0.626214,2,0.203079,-0.199386,0.612175
5500,0.000000,0.000000,3,-0.420504,-0.168866,0.626214,2,0.189798,-0.194409,0.592906
